job_title,company_name,time_posted,num_applicants,job_description
Desarrollador de inteligencia artificial (IA):,Tata Consultancy Services,5 hours ago,,"Quieres unirse a uno de los mejores proveedores de soluciones tecnológicas?
Somos Tata Consultancy Services, una multinacional India con operaciones desde 1968 en el sector de tecnología y una de las empresas más antiguas en el Top 10 de empresas de TI en la actualidad.
Actualmente nos encontramos en la búsqueda de un
 Desarrollador de inteligencia artificial (IA)
2-5 años de experiencia en el desarrollo de soluciones de IA, incluyendo la creación, entrenamiento y despliegue de modelos de machine learning
Lenguajes de programación utilizados en IA, como Python, R, Java, C++, Julia u Otros.... 
 Experiencia con frameworks y librerías populares de IA y machine learning, como TensorFlow, PyTorch, Keras, Scikit-learn, Theano, y Caffe, 
Conocimiento de bibliotecas específicas para tareas de procesamiento de lenguaje natural (NLP), como NLTK, SpaCy, Transformers de Hugging Face, y para visión por computadora, como OpenCV
Familiaridad con lenguajes específicos de data science y machine learning
Experiencia en el despliegue de modelos de IA en entornos de producción utilizando herramientas como Docker, Kubernetes, y servicios en la nube Google u otras).
¿Que ofrecemos?
· Salario competitivo.
· 100% remoto
· Medicina prepagada.
· Plan carrera dentro de la compañía.
· Y muchos más beneficios.
Anímate a participar.
."
Analista de Cuentas Médicas /Bogotá,Kibernum,3 months ago,80 applicants,"Kibernum
, es una de las empresas 
líderes
 en tecnología presente en 
Chile
, 
Perú
, 
Colombia
 y 
USA
.🌍Llevamos más de 30 años en el mercado entregando servicios de calidad y gran valor agregado a nuestros clientes, por lo que nos encontramos muy bien posicionados.😎
En KIBERNUM nos mueve instalar capacidades flexibles, a través del mejor
 talentotech
 del mundo, para impulsar la 
evolución digital
. Actualmente contamos con una dotación que supera los 1500 colaboradores, cuyas áreas de expertise se destacan entre otras: tech, Staffing, IT Academy y Agile Delivery. 🤟
 Funciones del cargo
En búsqueda de talento para nuestra empresa líder en la industria BPO a nivel nacional, estamos emocionados de abrir la vacante para un Analista de Información BPO.
Análisis de cuentas médicas.
Gestión de bases de datos.
Trabajo con archivos txt y Excel avanzado.
 Requerimientos del cargo
Técnico, tecnólogo o profesional en carreras afines a sistemas.
Experiencia mínima de 2 años en empresas del sector BPO.
Destreza en análisis de cuentas médicas, manejo de bases de datos y Excel avanzado.
 Opcionales
 Condiciones
Modalidad de trabajo: presencial en Bogotá.
Horario: Lunes a viernes con disponibilidad para algunos sábados.
Contrato a término indefinido (directo con la empresa)."
Programador/a logístico,Genteutilsa,2 weeks ago,,"En GENTE ÚTIL, conectamos las mejores empresas del país con el mejor talento
Oferta de trabajo: Programador/a logístico
Actualmente, nos encontramos en la búsqueda de un talentoso candidato/a para unirse a nuestro equipo de profesionales altamente capacitados.
Tu misión: Tener conocimiento en Excel, realizar informes de administración de envíos y logística de datos.
Requisitos
 Formación: Tecnólogo en logística o carreras administrativas.
 Experiencia: años en procesos de logística y administrativos.
 Habilidades: comunicación asertiva.
 Conocimientos: Tener conocimiento en Excel, realizar informes de administración de enviós y logística de datos.
Nuestra Oferta
 Tipo de contrato: Obra y labor.
 Salario: $1.800.000
 Prestaciones de ley.
Horario De Trabajo
 ( 8:00 a .m. a 5:00 p.m. de Lunes a Viernes)
 Ubicación: Funza Cundinamarca.
NOTA: Después de postularte, revisa tu correo en unos 10 minutos. Te pediremos tu hoja de vida. Adjúntala y asegúrate de que esté actualizada, por favor. ¡Gracias!
Al postularte a esta vacante, autorizas a la empresa a contactarte por WhatsApp para informarte sobre la continuidad del proceso y las demás fases."
"Data Engineer (@Remote, Chile and Colombia)",OfferUp,1 week ago,,"About the role:
We are looking for an experienced Data Engineer to work on building, operating, and scaling OfferUp's batch and near real-time data processing platforms and tools that will power data-driven capabilities throughout the entire organization. This is a highly visible opportunity to build systems that drive the end-user experience, as well as directly supporting backend engineers, business intelligence dashboards and reports, data analysts and data scientists. Building the largest and most responsive mobile marketplace poses unique data challenges that require leveraging the latest developments in data infrastructure. We leverage open-source infrastructure where we can but are ready to build and share solutions if they don't exist yet. Come help us do that!
This role is only available outside the US and not available to any individual based within the US or any US territory.
Here's more of what you will get to do:
Design and develop applications to process large amounts of critical information to power analytics and user-facing features.
Monitor and resolve data pipeline or data integrity issues.
Work across multiple teams to understand their data needs.
Maintain and expand our data infrastructure.
You'll thrive in this role if you have:
3+ years of professional software development experience
Strong ability in distributed systems for processing large scale data processing
Ability to communicate technical information effectively to technical and non-technical audiences
Proficiency in SQL and Python
Experience leveraging open source data infrastructure projects, such as Airflow, Kafka, Avro, Parquet, Hadoop, Hive, HBase, Presto or Druid
Experience building scalable data pipelines and real-time data streams
Experience building software in AWS or a similar cloud environment
Experience with AWS services like Kinesis, Firehose, Lambda, Sagemaker is a big plus
Experience with GCP services like BigQuery, Cloud Functions is a big plus
Experience with operational tools like Terraform, Datadog and Pagerduty is a big plus
Computer Science or Engineering degree required, Masters degree preferred
Excellent communication skills, both written and spoken (fluency in English required)
About OfferUp:
OfferUp is the largest mobile marketplace for local buyers and sellers in the U.S. We are changing the way people buy and sell in their communities by providing a uniquely simple and trusted experience on our iOS and Android apps. Our goal is to be the platform of choice for local commerce by connecting buyers and sellers through an interface that makes selling an item as easy as snapping a picture from a mobile device. OfferUp was founded in 2011 and has grown to serve local markets across the U.S. with more than 1 in 5 adults using OfferUp in 2022.
More About OfferUp At a Glance
Top 10 Shopping app in the App Store and Google Play Store for three years
15%+ of adults in several markets use OfferUp every month (LA, Miami, Phoenix, Seattle, Las Vegas, Riverside, Orlando)
OfferUp works directly with nearly 2000 US law enforcement agencies to build trust in local communities
OfferUp is changing the way people buy and sell locally, and we've built a dynamic team to do it. To learn more about what it's like to work at OfferUp, check out our blog: https://blog.offerup.com
OfferUp provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, OfferUp complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, transfer, leaves of absence, compensation, and training.
OfferUp expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of OfferUp's employees to perform their job duties may result in discipline up to and including discharge."
Analista de bases de datos Bilingue ( MCGG ),Solvo Global Careers,5 months ago,,"Job description: We are looking for an analytical and detail-oriented research analyst to assist in improving the operations and decision-making of our business. The research analyst's responsibilities include researching, collecting, analyzing data. The research analyst actively contribute to completion of team goals and assigned tasks; clearly communicate information, ideas, or instructions verbally and in writing; follow recommended approach to assigned work to facilitate achievement of desired results.
Responsabilities:
 Develop, write, execute, test, debug, implement, modify and support new or existing research projects.
 Write documentation.
 Conduct validation checks
 Data entry
 Query reports for problematic data (erroneous or illogical data values.
 Transfer data among different formats for analysis purposes
 Analyze to generate descriptive statistics and develop statistical models and graphics.
 Review statistical output for consistency and quality.
 Prepare tables and quality graphics of statistical results for inclusion in interim and final reports, presentations, abstracts, manuscript submissions and grant applications.
 Collect and analyze data and recommend and defend findings.
Skills and qualifications - Hard and soft skills:
 Experience in applied research or data management may be advantageous.
 Strong mathematical, analytical, and data modeling skills.
 The ability to manipulate large, complex data sets into manageable, understandable reports.
 Excellent problem-solving, communication, and team-working skills.
 Familiarity with data modeling software and Excel software.
 Attention to detail and organizational skills.
 CRM exp
 Tec Savy
 knowledge in ATS systems
 LinkedIn Profile Updated It is not a MUST but would be a good to have
 HireEZ experience
 Recruitment Experience
 ATS experience (PCR will be good)"
Standard Data Engineer,PayU,2 hours ago,,"About The Role
As a Standard Data Engineer, you will be responsible for developing and maintaining efficient pipelines, applying design patterns, collaborating on data modeling, implementing cloud solutions, managing Kubernetes environments, and designing workflows with Airflow. 
What You Would Do
Develop and maintain a robust and scalable data architecture capable of handling large volumes of financial data efficiently and securely. 
Gather data from various sources such as financial transactions, market data, customer information, etc. 
Administrating SOC configuration and managing log monitoring system and alerts. 
Create and maintain automated data pipelines to move, transform, and load data efficiently from source systems to target systems. 
Optimize the performance of queries and ETL (Extract, Transform, Load) processes to ensure fast response times and efficiency in data processing. 
Work closely with engineering teams, analysts, data scientists, and other stakeholders to understand the business data needs and deliver effective solutions. 
What You Will Need To Succeed
Bachelor’s degree in Software Engineering, Electric Engineering or related fields
3+ years of hands-on experience in Ethical Hacking 
Interest in developing ethical hacking and SOC management related skills. 
Proficiency in at least one programming language commonly used in data engineering, such as Python, Java, Scala, or SQL. 
Intermediate English level in order to read alerts and interpret their meaning. 
Strong understanding of SQL for querying and manipulating relational databases. 
Design and implementation of ETL processes for data integration. 
Familiarity with data warehousing concepts and platforms (e.g., Amazon Redshift, Google BigQuery, Snowflake)."
Data Engineer,Yuno,1 month ago,81 applicants,"COME JOIN US AT YUNO!💜
We are seeking a Semi-Sr Data Engineer to join our team. You will play a crucial role in designing, developing, and maintaining our data infrastructure to support the growth and success of our payment processing platform. You will be responsible for ensuring the reliability, scalability, and efficiency of our data systems, and you will work with various data sources, including HDFS, CSV, Parquet, APIs, Web Services, and more.
🟣 What would be my challenge in Yuno?
Implement any type of extraction ( Manuals, mails, SFTP, and Apis)
Build solutions for application integrations, task automation and any relevant data automation using proven design patterns
Design and build data processing pipelines for large volumes of data that are performant and scalable
Build and maintain the infrastructure required for extraction, loading, transformation and storage of data from multiple data sources using custom scripted
Collaborate with the team to develop and maintain a robust and scalable data infrastructure to support our data needs
Implement and enforce data governance policies and best practices to ensure data quality, security, and compliance
Manage and optimize data warehousing solutions for efficient storage and retrieval of data
Develop and maintain data lake solutions for storing and managing diverse data types
Use big data technologies and frameworks to process and analyze large datasets efficiently
Work with distributed data systems and technologies to handle high volumes of data
Integrate data from various sources, including HDFS, CSV, Parquet, APIs, Web Services, and more
🟣 Qualifications:
Bachelor's degree in Computer Science, Information Technology, or a related field
Proven experience as a Data Engineer or similar role in a data-intensive environment
Strong proficiency in Python and Scala
Knowledge of data infrastructure design and management
Familiarity with data governance principles and practices
Experience with ETL processes and tools
Proficiency in working with Data Warehouses and Data Lakes
Familiarity with big data technologies and distributed data systems
Ability to integrate data from various sources, including HDFS, CSV, Parquet, APIs, Web Services, etc"
Analista de terminaciones,Staffing de Colombia,1 month ago,,"¡Únete a nuestro equipo de Staffing de Colombia como Analista de terminaciones y aplica tus habilidades y conocimientos en un ambiente dinámico y colaborativo! Buscamos profesionales altamente capacitados que jueguen un papel clave en la gestión y administración de las terminaciones de nuestros clientes.
Como Analista de terminaciones, serás responsable realizar indicadores y entrevista de retiro, atención al cliente externo y interno, asegurando el cumplimiento de todas las leyes y regulaciones laborales aplicables. Además, tendrás la oportunidad de brindar soporte y asesoramiento a nuestros clientes.
Requisitos
 Técnico, Tecnólogo, estudiante o profesional en carreras administrativas
 Experiencia mínima de 1 años en el área de terminaciones manejando procesos masivos.
 Manejo de Excel intermedio
Habilidades analíticas excepcionales y capacidad para manejar grandes volúmenes de datos con precisión.
 Alta atención al detalle y capacidad para trabajar con plazos ajustados.
Horario Lunes a Viernes 7:30 am a 6:00 pm. Con disponibilidad de trabajar domingos y festivos 2 horas remoto
Salario a $2.247.000 + prestaciones de ley.
Si eres una persona orientada a los resultados, con habilidades analíticas excepcionales, ¡te invitamos a formar parte de nuestro equipo! Ofrecemos un entorno de trabajo dinámico y desafiante, oportunidades de desarrollo profesional y un paquete de compensación competitivo.
¡No pierdas la oportunidad de unirte a una de las principales empresas de staffing en Colombia y aplica hoy mismo!"
Analista Planeación Comercial,Staffing de Colombia,3 months ago,44 applicants,"El club medico deportivo más grande de Latinoamérica se encuentra en búsqueda de
 Cargo: Analista Planeación Comercial
 Funciones a realizar: Funciones del cargo:
 Construcción del plan comercial mensual para todos los canales comerciales
 Actualización de datos de tableros de indicadores y bases para gestión comercial.
 Construcción de proceso para validación de calidad de ventas para asegurar la venta correcta.
 Proporcionar análisis para ofrecer información a las áreas que lo requieran como mercadeo, producto y canales comerciales.
 Apoyar al diseño, desarrollo e implementación de programas y estrategias para ventas.
 Analizar indicadores diariamente para identificar oportunidades y proponer estrategias comerciales
 Constante manejo de bases de datos para definición de estrategias comerciales y proveerlas al área de Mercadeo para envíos de comunicación
 Formación académica: Profesional
 Experiencia: 3 años de experiencia en análisis de datos y manejo de data
 Tipo de contrato: Obra labor
 Salario: $3.200.000 + prestaciones de ley
 Horario: lunes a viernes 8 horas diarias
 Competencias: analítico, proactivo, comunicación asertiva y orientado a el resultado
 Modalidad de pago: Mensual
 Modalidad de trabajo: 100% PRESENCIAL
 Beneficios: Excelente ambiente laboral , Plan carrera, Estabilidad laboral, Gimnasio con Bodytech GRATIS, pasar directo por la compañía a futuro entre otros.
Si cumples con el perfil aplicar a la oferta."
Analista financiero Junior,Autogermana,17 hours ago,,"💼 ¡Únete a nuestro equipo como Analista Financiero Junior! 💼
¿Eres apasionado por los números y estás listo para dar el primer paso en tu carrera financiera? ¡Esta es tu oportunidad de crecer y desarrollarte en un entorno dinámico!
🔧 Responsabilidades Principales
 Analizar datos financieros y elaborar informes precisos.
 Apoyar en la preparación de presupuestos y previsiones.
 Realizar seguimiento de indicadores clave de desempeño (KPIs).
 Colaborar con equipos internos para optimizar procesos financieros.
⚡ Retos Principales
 Mantener la precisión y el detalle en el análisis de grandes volúmenes de datos.
 Adaptarse rápidamente a cambios en el entorno financiero y económico.
 Identificar y comunicar oportunidades de mejora en los procesos financieros.
 Gestionar múltiples tareas y plazos ajustados con eficacia.
🔍 Requisitos Mínimos
 Grado en Finanzas, Contabilidad, Economía o campos relacionados.
 Habilidades analíticas y atención al detalle.
 Conocimiento básico de herramientas financieras y de análisis, como Excel.
 Buena comunicación y habilidades interpersonales.
 Deseo de aprender y crecer en el ámbito financiero.
#Empleo #Finanzas #AnalistaJunior #CarreraFinanciera
Horario de lunes a viernes y modalidad de trabajo híbrida: tres días en oficina y dos en casa.
Contrato indefinido y de manera directa con Autogermana.
Ubicación: Autopista Norte con Calle 200."
Data Engineer,Lean Tech,4 weeks ago,121 applicants,"Overview:
The role will involve developing updates to both PySpark and Lambda Python scripts to help manage bug fixes and feedback-based enhancements to the Digital Memory deliverables. The ability to develop code based on complex transformation logic is essential. Setting up structured testing for these solutions will be a priority in the near future. Additionally, being part of an agile team and familiarity with JIRA and agile methodologies are crucial to maintaining effective communication within the team.
Position Title: Data Engineer
Location: LATAM
What you will be doing:
Support ongoing enhancements and bug fixes to an existing fact table in Athena.
The development will be heavily focused on updating existing Pyspark scripts using SageMaker notebooks for development and testing.
Support ongoing development across the Digital Memory initiatives.
Focus on updating and enhancing existing Pyspark scripts running on EMR on EKS, potentially creating new Pyspark scripts.
Update/enhance existing Lambda API scripts (Python), and help with analysis of resulting data for business insights.
Potential involvement in Tableau development of data quality dashboards as well as some exposure to ML and LLM model design and development.
The primary role will be to support data engineering needs for the team.
Requirements & Qualifications:
To excel in this role, you should possess:
Python
Pyspark
SQL
SageMaker Notebook
Experience with AWS Tools
EMR (Elastic MapReduce)
Lambda Functions
Nice to have
Pytest
CodePipeline
API Integration
OpenSearch
DynamoDB
Git/General CI/CD experience
Tableau
Why you will love Lean Tech:
Join a powerful tech workforce and help us change the world through technology
Professional development opportunities with international customers
Collaborative work environment
Career path and mentorship programs that will lead to new levels. 
Join Lean Tech and contribute to shaping the data landscape within a dynamic and growing organization. Your skills will be honed, and your contributions will play a vital role in our continued success. Lean Tech is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
CONSULTOR,Magneto Empleos,3 weeks ago,39 applicants,"Somos una empresa líder en el desarrollo de software para la producción textil con sede en Barcelona, España, estamos en búsqueda de un profesional cualificado que sea Ingeniero de Sistemas o Producción, con sólidas habilidades de comunicación y experiencia demostrada en liderazgo de equipos. Además, se requiere un profundo conocimiento en el sector textil, así como experiencia en el manejo de software específico para esta industria, como también en herramientas como Power BI y SQL Server
Funciones Principales
Ofrecer consultoría a los clientes respecto a los módulos adquiridos.
Elaborar documentación detallada y proponer mejoras para el sistema.
Liderar el desarrollo de nuevas funcionalidades.
Resolver problemas y desarrollar soluciones en Power BI.
Aplicar conocimientos en TEXPLUS, software de gestión integral de la producción."
Analista de Workforce o reporting,Alianza Temporales SAS,1 day ago,,"Importante empresa de telecomunicaciones y BPO esta en busquedad de TECNICO, TECNOLOGO o PROFESIONAL en carreras relacionadas a sistemas o administracion de empresa con experiencia como Analista de Datos o Reporting con conocimientos en el manejo de KPI`s, comportamiento de tráficos para BPO y contact center.
Responsabilidades Del Puesto
 Recopilar, analizar y presentar informes y datos relacionados con el desempeño del negocio.
 Identificar y evaluar indicadores clave de rendimiento (KPIs) para optimizar los resultados operativos.
 Realizar análisis históricos y pronósticos para ofrecer recomendaciones y mejoras en la eficiencia y productividad.
 Identificar tendencias y patrones en los datos para mejorar la toma de decisiones.
 Trabajar en colaboración con otros equipos para desarrollar estrategias y soluciones basadas en los datos recopilados.
SALARIO: 1.600.000 + prestaciones de ley + Aux de transporte
HORARIO: Lunes a Sabado (47 horas semanales)
SITIO DE TRABAJO: Zona de Corferias
Pagos quincenales
Contrato Obra Labor¡Esperamos recibir tu solicitud!"
Social Media Intelligence,Digitas Colombia,8 hours ago,,"Somos 
Digitas
: “TheConnectedMarketing Agency”. Estamos comprometidos incansablemente con ayudar a las marcas a conectarse mejor con las personas a través de nuestro lema “Truth. Connection. Wonder.” Nuestro equipo es deliberadamente diverso, con expertos en datos, estrategia, creatividad, medios y tecnología que trabajan de manera integrada para establecer mejores conexiones y lograr resultados ambiciosos a través de ideas que emocionan, provocan e inspiran. Somos infinitamente curiosos y transparentes, siempre examinando el comportamiento humano real para crear conexiones auténticas, entre marcas y consumidores, ideas y resultados. Digitas opera en más de 21 países en seis continentes. Hace parte de Publicis Groupe y en Colombia, cuenta con más de 120 unicornios.
Descripción del empleo
En 
Publicis Groupe -Digitas Bogotá
, estamos en la búsqueda de un 
Social Media Intelligence
 que se encargará de monitorear, analizar y generar insights críticos a partir de las conversaciones y tendencias en redes sociales y plataformas digitales. Este rol requiere una comprensión del comportamiento y la percepción de los usuarios en el ámbito digital, con el objetivo de informar y guiar estratégicamente las acciones de marketing y comunicación de marcas y organizaciones. Buscamos una persona con precisión, atención al detalle, habilidades comunicativas, gestión de proyectos, y disposición para aprender.
Requisitos
Responsabilidades Clave:
Realización de análisis exhaustivos de cobertura mediática en medios digitales y redes sociales.
Monitoreo proactivo de marcas y temas clave, incluyendo aquellos de naturaleza sensible, para nuestros clientes.
Ejecución y evaluación de mediciones de medios para campañas de comunicación internas y externas.
Identificación de influencers y tendencias emergentes relevantes para nuestros clientes.
Análisis competitivo y benchmarking frente a la competencia directa de nuestros clientes.
Investigación de mercado y análisis de oportunidades no aprovechadas para definir el posicionamiento estratégico.
Interpretación de datos cuantitativos y cualitativos para generar insights y recomendaciones estratégicas.
Elaboración y presentación de informes utilizando técnicas de narrativa visual.
Gestión integral de relaciones con clientes, ofreciendo asesoramiento estratégico y operativo.
Desarrollo de propuestas, incluyendo diseño metodológico y apoyo en la gestión de cuentas.
Información adicional
Lo que debes tener:
Título en Marketing, Comunicación, Publicidad, Ciencias Sociales o Políticas, Estadística, Matemáticas, Economía, Ingeniería, o áreas afines.
Al menos 
1años de experiencia en social listening
, análisis de audiencia, o análisis de datos/estadísticos, preferentemente con enfoque en insights de consumidor e investigación de medios.
Experiencia en el manejo de plataformas sociales como Meta Business Manager, TikTok, etc, 
(deseable).
Conocimientos en
 herramientas de Social Listening (Brandwatch, TalkWalker, Synthesio, Cision, NetBase, entre otras).
Experiencia en perfilado de audiencia, análisis de tendencias y uso de herramientas de análisis de datos como Quid, Google Analytics, Tableau, entre otros 
(deseable).
Competencia en la creación de presentaciones con narrativa visual y experiencia en manejo de relaciones con clientes y stakeholders.
Dominio de Microsoft Office y experiencia en el manejo de herramientas como Google Looker, Power BI o Tableau.
Si cumples con el perfil, 
envía tu HV + aspiración salarial
al correo trabajaconnosotros@publicisgroupe.com con asunto ""Social Media Intelligence"", o aplica directamente a la vacante.
Consolida tu carrera en el Grupo de Comunicaciones más grande y valioso a nivel mundial.
¡Te esperamos!"
Analista de recaudo y medios de pagos,Staffing de Colombia,3 months ago,25 applicants,"El club medico deportivo más grande de Latinoamérica se encuentra en búsqueda de
 Cargo: Analista de recaudo y medios de pagos
 Funciones a realizar: realizar el envío y cargué del débito automático en los tiempos estipulados, actualizar la tarifa de aquellos afiliados que se retiren de los planes grupales, verificación datos bancarios con los afiliados, seguimiento de pagos y manejo de Excel intermedio.
 Formación académica: Bachiller, Técnico , Tecnólogo o Profesional
 Experiencia: 1 año en el área.
 Tipo de contrato: Obra labor
 Salario: $2.000.000 + prestaciones de ley
 Horario: lunes a viernes 8 horas diarias
 Competencias: analítico, proactivo, comunicación asertiva y orientado a el resultado
 Modalidad de pago: Mensual
 Modalidad de trabajo: 100% PRESENCIAL
 Beneficios: Excelente ambiente laboral , Plan carrera, Estabilidad laboral, Gimnasio con Bodytech GRATIS, pasar directo por la compañía a futuro entre otros.
Si cumples con el perfil aplicar a la oferta."
Analista Comercial,HMV Ingenieros,3 weeks ago,85 applicants,"HMV Ingenieros, una reconocida empresa líder en el sector de la ingeniería, se encuentra en búsqueda de un Analista Comercial para unirse a nuestro dinámico equipo. Estamos buscando a alguien altamente motivado, con excelentes habilidades de comunicación y un enfoque estratégico orientado a resultados.
Responsabilidades Principales
 Analizar datos y tendencias de mercado para identificar nuevas oportunidades comerciales.
 Preparar informes y presentaciones utilizando herramientas como Power BI y Excel avanzado.
 Participar en la planificación estratégica y el desarrollo de nuevos proyectos.
 Realizar investigaciones de mercado para evaluar la competencia y las tendencias del sector.
 Gestión de indicadores, búsqueda de negocios internacionales, atenciones auditoras, elaboración de informes a junta directiva, gestión de ferias y eventos empresariales
Requisitos
 Nivel de inglés B2-C1, con habilidades sólidas de comunicación oral y escrita.
 Experiencia comprobada en el manejo de herramientas de análisis de datos como Power BI.
 Amplio conocimiento y experiencia en Excel avanzado.
 Capacidad para trabajar en equipo y de forma autónoma, cumpliendo con los plazos establecidos.
 Conocimientos en planeación estratégica y toma de decisiones basadas en análisis de datos.
Ofrecemos un ambiente de trabajo dinámico y colaborativo, oportunidades de crecimiento profesional y un paquete de beneficios competitivo.
Si cumples con los requisitos mencionados anteriormente y estás listo para asumir nuevos desafíos en una empresa líder en su sector, te invitamos a enviar tu CV actualizado y una carta de presentación donde nos cuentes por qué te gustaría formar parte de nuestro equipo. Esperamos tu solicitud y nos pondremos en contacto con los candidatos seleccionados para programar una entrevista.
¡Únete a HMV Ingenieros y sé parte de nuestro éxito!"
Analista Ruta al Mercado - Bogotá,Central Cervecera de Colombia,1 week ago,147 applicants,"Únete a nuestro sueño Cervecero
Únete a la compañía que dinamizadora de la cerveza en Colombia. Nacimos para dinamizar el mercado de cerveza en Colombia con marcas de calidad que marcan la diferencia y aportan experiencia a los consumidores.
Cómo equipo nos une el arraigo por nuestra cultura y la tradición cervecera, la pasión por los retos, la calidad y la innovación de nuestras marcas así como la promoción del consumo responsable.
¿Quieres ser el próximo en hacer parte de este sueño cervecero?
Estamos buscando a nuestro próximo Analista Ruta al Mercado. Un apasionado por el análisis de información comercial, reestructuración y balanceo de rutas.
Tu reto principal será asegurar el diseño de modelos de atención, reestructuración y balanceo de rutas, mediante administración y gestión de bases de datos y segmentación de cliente canal.
Nos encantaría que tengas experiencia mínima de 2 años de experiencia en la gestión y construcción de modelos de atención, mantenimiento y balanceo de rutas, preferiblemente para compañías del sector de consumo masivo, alimentos o bebidas, hemos detectado que las profesiones afines a este rol son las Ciencias de la ingeniería, administrativas o áreas afines.
Tu ciudad de trabajo será Bogotá con un equipo de trabajo increíble.
¿Te suena el reto? No dudes en postularte y contacta al equipo de atracción de talento si tienes dudas o quieres saber más sobre la posición."
DESARROLLADOR,Banco de Occidente,3 weeks ago,,"En Banco de Occidente estamos en la búsqueda de un Desarrollador profesional en carreras como Ingeniería de Sistemas, Ingeniería de Software o afines que cuente con un año de experiencia en pipelines, Uso de servicios Cloud, SQL y Metodologías de desarrollo de Software.
Conocimientos: AWS, Terraform, GIT, SQL, Python, Power BI, DENODO y Jenkins."
Data Analytics Engineer,Safeguard Global,2 weeks ago,,"Looking for a Job That Fits Your Life, anywhere in the World? 
Welcome to Safeguard Global! We're all about making work fit into your world, wherever that may be.
About Us:
At Safeguard Global, we're not your average company. Sure, we handle global solutions for over 1500+ clients across 170+ countries, but what really makes us and tick is giving you and 2000+ Guardians the freedom to work in a way that suits your style, no matter the time zone in over 50+ countries.
Role Overview
:
Our Data and BI teams are dedicated to providing impactful insights to our payroll management stakeholders and customers.
We are committed to empowering internal leaders and stakeholders with access to data that facilitates informed decision-making. Similarly, our customers leverage Safeguard Global analytical tools to gain insights into their international payroll and employee data, enhancing their ability to adapt, thrive, and effectively manage their global workforce.
We are currently seeking a skilled 
Data Analytics Engineer 
to join our vibrant team. The ideal candidate will possess the skills to seamlessly integrate data analysis with engineering excellence while demonstrating a track record of successfully navigating complex analytical challenges
How you will make a difference: 
Navigate seamlessly between data engineering and BI teams, combining analytics and engineering expertise to deliver integrated data solutions
Collaborate with cross-functional teams to develop and implement data products that not only align with business objectives but also cater to evolving analytical needs
Contribute to the maintenance and optimization of data models, pipelines, and dashboards
Play a key role in preserving and enhancing data quality and integrity to establish a reliable foundation for various data-driven processes
Provide technical support to stakeholders, addressing inquiries and troubleshooting issues related to data analytics tools and solutions
What will give you an advantage: 
Degree in Computer Science, Engineering or Math
Proficiency in Python with a focus on data analysis and manipulation
Strong proficiency in SQL for effective data modeling, querying, and analysis
Proven working experience in implementing and optimizing data pipelines
Hands-on experience with cloud platforms (preferably AWS) and event-driven architecture
Experience in data visualization and UI
Expertise in ensuring data quality and integrity through automated monitoring and testing
Excellent communication skills, both written and verbal
Self-motivated, proactive, and capable of working independently or collaboratively in a team
Will be a Plus:
3+ years of experience in a similar role
Proficiency in additional scripting languages, such as TypeScript
Familiarity with Domo, PowerBI, QuickSight, or any BI tools
Exposure to the following AWS services or similar technologies: AWS Glue, Athena, EC2, S3, DynamoDB, CloudWatch
Understanding of the Payroll and/or HR domains
Demonstrable experience in Machine Learning and AI
Our Global Benefits
 
💻 Autonomy & Flexibility (Work in Any Way): Be supported with as much flexibility as possible.   
🧑 Bonding Leave: Enjoy paid leave to bond with your new family member.   
🎁 2 Charitable Days: Contribute to causes you believe in.   
🏆 Reward & Recognition Program: Be rewarded for your success and championing our values.   
💰 Corporate bonus/SIP: All Guardians are eligible for our annual bonus scheme or sales incentive plan.  
🏢 Coworking Space: Need to meet with a client, utilize admin services or just get out of the house? We’ve got you covered with flexible workspace options based on location.
Why become a Guardian:
 
🌏 International Environment: Grow your network internationally and collaborate across the world. Interact, discover cultures, and tap into local expertise.   
⭐ Our Culture: We emphasize the people factor in everything we do. Our nurturing culture ensures your ideas reach our leaders and your contributions get the recognition they deserve. 
📚 Learning: We support your continuous growth by providing access to 2 learning platforms, where you can learn at your own pace.  
Candidates should have the rights to work in one of the locations advertised.
 
Next Steps:
 
Ready to join a workforce that shapes itself around your life, embraces remote work like a pro? Apply, by clicking on the following link. We wish you the best with your application. Our Guardian promise to you is to keep in touch to arrange the next stage should your application meet the position's requirements, and or a gentle update if you have been unsuccessful at this time. 
Welcome to the Future of Work!
At Safeguard Global, we are committed to providing an environment of mutual respect where equal employment opportunities are available to all applicants and Guardians."
